instrument_name,mode_category,beat_category,gukak_style,music_src_nm,split_data
소금,계면조계열,균등,궁중음악,AP_C09_07746,train
소금,평조계열,균등,궁중음악,AP_C03_07834,train
단소,계면조계열,균등,궁중음악,AP_C09_07705,train
대금,계면조계열,균등,궁중음악,AP_C09_02176,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07612,train
피리,계면조계열,균등,궁중음악,AP_C09_02210,train
단소,계면조계열,균등,궁중음악,AP_C09_07734,train
소금,평조계열,균등,궁중음악,AP_C03_07829,train
소금,평조계열,균등,궁중음악,AP_C03_07808,train
단소,계면조계열,균등,궁중음악,AP_C09_07733,train
아쟁,평조계열,균등,궁중음악,AP_C07_07621,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07103,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07097,train
소금,평조계열,균등,궁중음악,AP_C03_07839,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07101,train
단소,계면조계열,균등,궁중음악,AP_C09_07738,train
태평소,평조계열,균등,궁중음악,AP_C10_00028,train
소금,계면조계열,균등,궁중음악,AP_C09_07744,train
단소,계면조계열,균등,궁중음악,AP_C09_07721,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07600,train
단소,계면조계열,균등,궁중음악,AP_C09_07699,train
아쟁,평조계열,혼합 및 기타,궁중음악,AM_C01_08594,train
태평소,평조계열,균등,궁중음악,AP_C10_00032,train
단소,계면조계열,균등,궁중음악,AM_C09_07698,train
소금,평조계열,균등,궁중음악,AP_C03_07842,train
단소,계면조계열,균등,궁중음악,AP_C09_07714,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07109,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07567,train
소금,평조계열,균등,궁중음악,AP_C03_07818,train
거문고,계면조계열,균등,궁중음악,AP_C09_02180,train
피리,계면조계열,균등,궁중음악,AP_C09_02214,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07126,train
피리,계면조계열,균등,궁중음악,AP_C09_02212,train
피리,평조계열,균등,궁중음악,AP_C03_00012,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07611,train
단소,계면조계열,균등,궁중음악,AP_C09_07700,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07568,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07123,train
소금,평조계열,균등,궁중음악,AP_C03_07844,train
소금,계면조계열,균등,궁중음악,AP_C09_07753,train
소금,계면조계열,균등,궁중음악,AP_C09_07760,train
피리,계면조계열,균등,궁중음악,AP_C09_02211,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07110,train
해금,계면조계열,균등,궁중음악,AP_C09_02203,train
단소,계면조계열,균등,궁중음악,AP_C09_07742,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07091,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07677,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07119,train
단소,계면조계열,균등,궁중음악,AP_C09_07723,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C05_00649,train
대금,평조계열,균등,궁중음악,AP_C03_00013,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07662,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07090,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07105,train
단소,계면조계열,균등,궁중음악,AP_C09_07741,train
피리,계면조계열,혼합 및 기타,궁중음악,AP_C05_00015,train
단소,계면조계열,균등,궁중음악,AP_C09_07724,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07649,train
아쟁,평조계열,균등,궁중음악,AP_C07_07629,train
아쟁,평조계열,균등,궁중음악,AP_C07_07638,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07656,train
소금,평조계열,균등,궁중음악,AP_C03_07838,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07685,train
피리,계면조계열,혼합 및 기타,궁중음악,AP_C05_00016,train
소금,계면조계열,균등,궁중음악,AP_C09_07750,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07593,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07124,train
소금,평조계열,균등,궁중음악,AP_C03_07843,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07578,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07590,train
태평소,평조계열,균등,궁중음악,AP_C10_07159,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07653,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07594,train
소금,평조계열,균등,궁중음악,AP_C03_07812,train
단소,계면조계열,균등,궁중음악,AP_C09_07711,train
소금,계면조계열,균등,궁중음악,AP_C09_07745,train
양금,계면조계열,균등,궁중음악,AP_C09_00025,train
단소,계면조계열,균등,궁중음악,AP_C09_07703,train
소금,계면조계열,균등,궁중음악,AP_C09_07759,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07695,train
단소,계면조계열,균등,궁중음악,AP_C09_07701,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07652,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07114,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07580,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07689,train
소금,평조계열,균등,궁중음악,AP_C03_07803,train
아쟁,평조계열,균등,궁중음악,AP_C07_07624,train
단소,계면조계열,균등,궁중음악,AP_C09_07713,train
태평소,평조계열,균등,궁중음악,AP_C10_00644,train
소금,계면조계열,균등,궁중음악,AP_C09_07755,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07111,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07651,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07597,train
소금,평조계열,균등,궁중음악,AP_C03_07826,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07683,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07655,train
소금,평조계열,균등,궁중음악,AP_C03_07832,train
단소,계면조계열,균등,궁중음악,AP_C09_07706,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07691,train
대금,계면조계열,균등,궁중음악,AP_C09_02171,train
거문고,계면조계열,균등,궁중음악,AP_C09_02181,train
소금,평조계열,균등,궁중음악,AP_C03_07820,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07086,train
단소,계면조계열,균등,궁중음악,AP_C09_07739,train
가야금,계면조계열,균등,궁중음악,AP_C09_02187,train
대금,계면조계열,균등,궁중음악,AP_C09_02169,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07099,train
단소,계면조계열,균등,궁중음악,AP_C09_07726,train
소금,평조계열,균등,궁중음악,AP_C03_07807,train
소금,계면조계열,균등,궁중음악,AP_C09_07756,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07096,train
소금,평조계열,균등,궁중음악,AP_C03_07828,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07694,train
소금,평조계열,균등,궁중음악,AP_C03_07847,train
소금,평조계열,균등,궁중음악,AP_C03_07806,train
거문고,계면조계열,균등,궁중음악,AP_C09_02185,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07121,train
소금,계면조계열,균등,궁중음악,AP_C09_07752,train
대금,계면조계열,균등,궁중음악,AP_C09_02172,train
단소,계면조계열,균등,궁중음악,AP_C09_07720,train
소금,평조계열,균등,궁중음악,AP_C03_07836,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07596,train
태평소,평조계열,균등,궁중음악,AP_C10_07162,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07120,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07572,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07127,train
태평소,평조계열,균등,궁중음악,AP_C10_00643,train
소금,평조계열,균등,궁중음악,AP_C03_07804,train
소금,계면조계열,균등,궁중음악,AP_C09_07758,train
단소,계면조계열,균등,궁중음악,AP_C09_07725,train
소금,계면조계열,균등,궁중음악,AP_C09_07767,train
가야금,계면조계열,균등,궁중음악,AP_C09_02190,train
대금,계면조계열,균등,궁중음악,AP_C09_02174,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07592,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07608,train
아쟁,평조계열,혼합 및 기타,궁중음악,AM_C08_07643,train
가야금,계면조계열,균등,궁중음악,AP_C09_02194,train
소금,평조계열,균등,궁중음악,AP_C03_07815,train
소금,평조계열,균등,궁중음악,AP_C03_07816,train
아쟁,평조계열,균등,궁중음악,AP_C07_07635,train
소금,평조계열,균등,궁중음악,AP_C03_07802,train
소금,평조계열,균등,궁중음악,AP_C03_07801,train
소금,평조계열,균등,궁중음악,AP_C03_07810,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07108,train
소금,평조계열,균등,궁중음악,AP_C03_07814,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C05_08091,train
해금,계면조계열,균등,궁중음악,AP_C09_02206,train
아쟁,평조계열,균등,궁중음악,AP_C07_07628,train
아쟁,평조계열,균등,궁중음악,AP_C07_07632,train
가야금,계면조계열,균등,궁중음악,AP_C09_02193,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C05_00019,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07601,train
피리,계면조계열,균등,궁중음악,AP_C09_02209,train
아쟁,평조계열,균등,궁중음악,AP_C07_07623,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07669,train
단소,계면조계열,균등,궁중음악,AP_C09_07702,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07602,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07667,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07102,train
해금,계면조계열,균등,궁중음악,AP_C09_00023,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07664,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07671,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07644,train
피리,평조계열,균등,궁중음악,AP_C03_00011,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07650,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07122,train
단소,계면조계열,균등,궁중음악,AP_C09_07710,train
피리,평조계열,균등,궁중음악,AP_C03_00010,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07107,train
아쟁,평조계열,균등,궁중음악,AP_C07_07620,train
아쟁,평조계열,균등,궁중음악,AM_C07_07618,train
가야금,계면조계열,균등,궁중음악,AP_C09_02191,train
대금,계면조계열,균등,궁중음악,AP_C09_02167,train
소금,평조계열,균등,궁중음악,AP_C03_07833,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07679,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07659,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07665,train
소금,계면조계열,균등,궁중음악,AP_C09_07743,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07100,train
소금,계면조계열,균등,궁중음악,AP_C09_07761,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07128,train
소금,평조계열,균등,궁중음악,AP_C03_07825,train
가야금,계면조계열,균등,궁중음악,AP_C09_02196,train
단소,계면조계열,균등,궁중음악,AP_C09_07709,train
가야금,계면조계열,균등,궁중음악,AP_C09_02192,train
대금,계면조계열,균등,궁중음악,AP_C09_02175,train
해금,계면조계열,균등,궁중음악,AP_C09_02202,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07666,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07690,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07587,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07595,train
단소,계면조계열,균등,궁중음악,AP_C09_07707,train
거문고,계면조계열,균등,궁중음악,AP_C09_02177,train
해금,계면조계열,균등,궁중음악,AP_C09_02199,train
태평소,평조계열,균등,궁중음악,AP_C10_07158,train
소금,평조계열,균등,궁중음악,AP_C03_07799,train
소금,계면조계열,균등,궁중음악,AP_C09_07751,train
단소,계면조계열,균등,궁중음악,AP_C09_07736,train
피리,계면조계열,균등,궁중음악,AP_C09_00026,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07607,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C05_00650,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C05_08092,train
대금,계면조계열,혼합 및 기타,궁중음악,AP_C05_00017,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07606,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07117,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07657,train
단소,계면조계열,균등,궁중음악,AP_C09_07708,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07115,train
소금,평조계열,균등,궁중음악,AM_C03_07798,train
소금,평조계열,균등,궁중음악,AP_C03_07817,train
거문고,계면조계열,균등,궁중음악,AP_C09_02183,train
해금,계면조계열,균등,궁중음악,AP_C09_02198,train
아쟁,평조계열,균등,궁중음악,AP_C07_07636,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07678,train
소금,계면조계열,균등,궁중음악,AP_C09_07762,train
소금,평조계열,균등,궁중음악,AP_C03_07831,train
아쟁,평조계열,균등,궁중음악,AP_C07_07630,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07106,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07599,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07093,train
태평소,평조계열,균등,궁중음악,AP_C10_07160,train
소금,평조계열,균등,궁중음악,AP_C03_07827,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07095,train
해금,계면조계열,균등,궁중음악,AP_C09_02197,train
소금,평조계열,균등,궁중음악,AP_C03_07845,train
거문고,계면조계열,균등,궁중음악,AP_C09_02186,train
소금,평조계열,균등,궁중음악,AP_C03_07805,train
단소,계면조계열,균등,궁중음악,AP_C09_07728,train
소금,계면조계열,균등,궁중음악,AP_C09_07748,train
아쟁,평조계열,혼합 및 기타,궁중음악,AM_C04_07605,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07684,train
태평소,평조계열,균등,궁중음악,AP_C10_00642,train
단소,계면조계열,균등,궁중음악,AP_C09_07730,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07089,train
태평소,평조계열,균등,궁중음악,AP_C10_00641,train
단소,계면조계열,균등,궁중음악,AP_C09_07716,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07116,train
단소,계면조계열,균등,궁중음악,AP_C09_07732,train
해금,계면조계열,균등,궁중음악,AP_C09_02200,train
소금,계면조계열,혼합 및 기타,궁중음악,AM_C06_07668,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07588,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07676,train
소금,평조계열,균등,궁중음악,AP_C03_07840,train
소금,계면조계열,균등,궁중음악,AP_C09_07764,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07118,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07085,train
아쟁,평조계열,균등,궁중음악,AP_C07_07622,train
아쟁,평조계열,균등,궁중음악,AP_C07_07637,train
소금,계면조계열,균등,궁중음악,AP_C09_07749,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07581,train
피리,계면조계열,균등,궁중음악,AP_C09_02213,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07092,train
가야금,계면조계열,균등,궁중음악,AP_C09_02189,train
아쟁,평조계열,혼합 및 기타,궁중음악,AM_C04_07589,train
소금,평조계열,균등,궁중음악,AP_C03_07830,train
소금,평조계열,균등,궁중음악,AP_C03_07821,train
단소,계면조계열,균등,궁중음악,AP_C09_07712,train
가야금,계면조계열,균등,궁중음악,AP_C09_02195,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07603,train
거문고,계면조계열,균등,궁중음악,AP_C09_00022,train
아쟁,평조계열,혼합 및 기타,궁중음악,AM_C04_07566,train
거문고,계면조계열,균등,궁중음악,AP_C09_02179,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07660,train
해금,계면조계열,균등,궁중음악,AP_C09_02201,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07615,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07663,train
